Target Name,Target No.
F.B.D. INSURANCE PUBLIC LIMITED COMPANY,10973
F.In.E.Co S.r.l.,12142
"Facileasing, S.A. de C.V.",15578
FactorBank Aktiengesellschaft,2897
Factoring Security S.A.,5781
Fair Hydro Trust,5416
FAIRFAX (US) INC.,22500
FamilyCredit Ltd,11654
Farakka-Raiganj Highways Ltd,11596
FARBANCA S.P.A.,12241
"Farm Hannong Co.,Ltd",14354
FARMINGTON BANK,24147
FARSAIL GOLDMAN INTERNATIONAL LIMITED,10663
"Favorite Brands International, Inc.",21421
FBG Finance Limited,3258
FBG TREASURY (AUST.) PTY LTD,3287
"FBM FINANCE, INC.",24359
FBNK Finance S.a r.l.,15400
FCE Bank Plc,9007
FCL Treasury Pte. Ltd.,17883
FCOT TREASURY PTE. LTD.,17945
