Target Name,Target No.
Immofinanz Immobilien Anlagen AG,1371
IMPACT HEALTHCARE REIT PLC,9816
Imperial Mobility Finance BV,16241
InBank,22755
INCLINE REALTY PRIVATE LIMITED,11671
INCOMMUNITIES GROUP LIMITED,9910
INCOMMUNITIES TREASURY PLC,9911
"Indiana Bell Telephone Company, Incorporated",21059
Indigold Trade and Services Limited,11630
Indo Energy Finance II B.V.,16337
Indosat Palapa Company B.V.,16304
INDUSTRIAL BANK CO LTD SHANGHAI PILOT FREE TRA,7100
Industrial Cluster Private Limited,11805
"Industrial Consumer Finance CO., LTD.",7121
Industrias John Deere Argentina S.A.,2811
"Industrious, Ltd.",9134
INEOS FINANCE PLC,9455
INFINIS PLC,9437
"INFOR (US), INC.",20230
Inkia Energy Ltd.,16830
INLAND NORTHWEST BANK,22797
