Target Name,Target No.
Rosy Unicorn Limited,10475
ROTHESAY LIFE PLC,9509
"Rouse Company, LLC.",21257
Rovi Corporation,20883
"ROYAL LONDON MUTUAL INSURANCE SOCIETY,LIMITED(",9241
Royal Schiphol Group N.V.,16170
ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,11765
RPM United Kingdom G.P.,9265
"RSC Equipment Rental, Inc.",22538
RSHB CAPITAL S.A.,15162
RTE EDF Transport S.A.,8471
Rubicon Project Inc,23830
"RUBY PIPELINE, L.L.C.",23022
RUDRA SOLARFARMS LIMITED,11863
RUKUN JUANG SDN. BHD.,15996
Rumo Luxembourg S.a r.l.,15358
Rural Bank Limited,3295
Rural Hipotecario II Fondo de Titulizacion Hip,8003
RURALPYME 1 FTPYME FONDO DE TITULIZACION DE AC,8034
RURALPYME 2 FTPYME Fondo de Titulizacion de Ac,8068
RUSAL BRATSK PAO,17273
