Target Name,Target No.
Value Success International Limited,25240
VANGSVEIEN 155 AS,16621
"VANTAGE ONCOLOGY, LLC",23615
Vantico Group S.A.,15118
Vasakronan AB,17526
Vauban Mobilisations Garanties SA,8396
VDB F2 GERACAO DE ENERGIA S.A.,4447
VDB F3 GERACAO DE ENERGIA S.A.,4538
VE Commercial Vehicles Limited,11706
VEB FINANCE PUBLIC LIMITED COMPANY,10994
VEB Leasing Invest Limited,11001
VEB-LIZING OAO,17257
Velcora Holding AB,17642
Venloer4711 FinCo S.a r.l.,15403
VENTO ENERGY INFRA PRIVATE LIMITED,11816
Venture Bank,22150
Veolia Water East Limited,9087
VER FINCO PTY LIMITED,3645
VERALLIA PACKAGING SASU,8601
VERDE 08 ENERGIA S.A.,4453
Vero Insurance Limited,3360
