Target Name,Target No.
Clinic Holdings Limited,25588
CLP Wind Farms (India) Private Limited,11598
CLWYDALYN HOUSING LIMITED,9829
CM - CIC BAIL S.A.,8587
CMA CGM S.A.,8431
"CMB Financial Leasing Co., Ltd.",6786
CMB INTERNATIONAL LEASING MANAGEMENT LIMITED,10572
CMCIC LEASE S.A.,8456
CM-CIC Securities S.A.,8545
"CMHI Finance (BVI) Co., Ltd.",25219
CMI Global Equity Holdings B.V.,16440
CMOC Capital Limited,25415
CNBF Capital Trust 1,21584
CNCBINV 1 (BVI) LIMITED,25431
Coal City Capital Trust I,22295
Coastal Gujarat Power Ltd,11612
COBALTS Trust for Sprint Capital Notes,18541
CoBiz Bank,23943
"Coca-Cola Refreshments USA, Inc.",23139
CODENSA S.A. E.S.P.,7326
Coentreprise de Transport d'Electricite,8630
