Target Name,Target No.
Salt Mobile SA,5602
SALTAIRE FINANCE PLC,9970
Salzburger Sparkasse Bank AG,2858
"SAM HAE COMMERCIAL CO., LTD.",14389
SAMM - Sociedade de Atividades em Multimidia L,4301
Sampo Pankki Oyj,8209
"Sampyo Resources Development Co., Ltd.",14509
SAMPYOCORPORATION,14222
Samyang Innochem Corporation,14497
"SANDRIDGE OFFSHORE, LLC",23413
Sanlam Capital Markets (Pty) Limited,25577
Sanlam Life Insurance Limited,25579
Sanpaolo Banco di Napoli SpA,12236
Santa Cruz Power Corporation Usinas Hidroeletr,4317
SANTA FE INTERNATIONAL CORPORATION,2597
Santa Ursula Energias Renovaveis S.A.,4371
Santa Vitoria do Palmar Holding S.A.,4338
Santander Brasil Arrendamento Mercantil SA,4168
"Santander Commercial Paper, S.A. Unipersonal",8083
SANTANDER CORREDORA DE SEGUROS LIMITADA,5756
"SANYA PHOENIX INTERNATIONAL AIRPORT CO.,LTD.",6425
