Target Name,Target No.
CVEO Corporation,21401
CYBER PEARL INFORMATION TECHNOLOGY PARK PRIVAT,11752
"Cyprus Investments, Inc.",22861
"Czech Property Investments, a.s.",7398
D.B.S. SATELLITE SERVICES (1998) LTD.,11184
DA TOLL ROAD PRIVATE LIMITED,11689
DAE Sukuk (DIFC) Ltd,2741
DAEJEON SHINSEGAE Inc.,14616
"DAELIM C&S CO., LTD.",14227
"Daelim Energy Co., Ltd.",14462
"Daelim Motor Co., Ltd",14244
DAF Trucks N.V.,16182
"DAIDO AMISTAR CO., LTD.",13649
"Dalkia Ceska republika, a.s.",7393
DALMIA PROMOTERS AND DEVELOPERS PRIVATE LIMITE,12024
DAL'NEVOSTOCHNYI BANK PAO,17177
Dana Credit Corporation,21599
Dana Financing Luxembourg S.a.r.l.,15348
DANGA CAPITAL BERHAD,15882
"DANICA PENSION, LIVSFORSIKRINGSAKTIESELSKAB",7904
Danske Kiinnitysluottopankki Oy,8237
