Target Name,Target No.
Beihai Silver City Urbanization Construction C,7017
"Beijing Automotive Group Co., Ltd.",6495
"Beijing Electric Vehicle Co., Ltd.",7169
Beijing Gas Singapore Capital Corporation,25375
"Beijing Jingdong Century Trading Co., Ltd.",6798
"Beijing Wangjing SOHO Real Estate Co., Ltd.",6965
BELFIUS BANQUE S.A.,3774
Belfius Financing Company S.A.,15290
Belfius Funding N.V.,16210
Belgacom Finance SA,3765
Belgelec Finance S.A.,15117
BELRON FINANCE LIMITED,9811
BELSTAR MICROFINANCE LIMITED,11803
Bematech S.A,3977
BENIH RESTU BERHAD,15977
Berau Capital Resources PTE Ltd,17865
BEREKET VARLIK KIRALAMA ANONIM SIRKETI,18279
BerjayaCity Sdn Bhd,15902
BES - Investimento do Brasil S.A.,14906
BES Finance Ltd,14797
BES Investimento do Brasil S.A. - Banco de Inv,4162
