Target Name,Target No.
"Publichne aktsionerne tovarystvo ""Dochirnii ba",18526
"Publichne aktsionerne tovarystvo ""INH Bank Ukr",18531
PUGALUR RENEWABLE PRIVATE LIMITED,11884
PUNCAK WANGI SDN. BHD.,15959
PURE GYM LIMITED,9784
PUTRAJAYA BINA SDN. BHD.,16000
Putrajaya Holdings Sdn Bhd,15803
PVNGS II Funding Corp. Inc.,21285
"Pyeongtaek energy service Co., Ltd.",14356
PZU Finance AB,17610
Q1 COMERCIAL DE ROUPAS S.A.,4310
Q10 Trust,3374
QABIL BUILDERS & CONSTRUCTIONS PRIVATE LIMITED,12025
QAH FINANCE PLC,9962
QED FINANCE PLC,9591
QGEP Participacoes SA,4249
QHP Royalty Sub LLC,22921
QIAGEN Euro Finance (Luxembourg) S.A.,15153
QIB SUKUK LTD.,14912
QIC (CAYMAN) LIMITED,15039
QLT Inc,2091
