Target Name,Target No.
Aber Diamond Corp.,1327
ABHA SOLARFARMS LIMITED,11783
ABHIRAJ REAL ESTATE PRIVATE LIMITED,11979
ABIGROVE LIMITED,7388
ABJA INVESTMENT CO. PTE. LTD.,17901
ABK Bank SCRL,3800
ABP FINANCE PLC,9512
Absan Proprietary Limited,25575
"AC Bebidas, S. de R.L. de C.V.",15677
"ACADEMY, LTD.",22873
ACE Capital Trust II,21613
ACE INA Holdings Inc.,21573
Ace Limited,950
ACEF Holding SCA,15404
ACEF S/A.,4384
ACEN FINANCE LIMITED,15052
"ACH, druzba za gospodarjenje z nalozbami, d.d.",17998
ACROSS FinCo S.a r.l.,15402
ACTCALL INC.,13632
Acxiom Corporation,18641
Adaptec Inc,2140
