Target Name,Target No.
NEW YORK LIFE GLOBAL FUNDING,21827
NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR S,22522
NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LI,16715
New Zealand Milk (Australasia) Pty Ltd,3519
NEWBRIDGE BANK,22740
NEWCASTLE COAL INFRASTRUCTURE GROUP PTY LTD,3434
NEWCO SAB MIDCO S.A.S.U.,8627
NEWCOURT STREET FINANCE LIMITED,12439
Newcrest Finance Pty Ltd,3462
NEWDAY GROUP LTD,9818
Newford Capital Limited,25237
Newfoundland Power Inc.,5010
NEWINC INTERNET SERVICES PRIVATE LIMITED,11895
NEWPORT BEACH BRANCH,19493
NEWRIVER RETAIL LIMITED,9428
News America Incorporated,21346
NEXI CAPITAL SPA,12360
"NEXSTAR ESCROW, INC.",24866
"NextEra Energy Capital Holdings, Inc.",20837
NEXWAY SASU,8639
NGG FINANCE PLC,9111
