Target Name,Target No.
Barcas S.A. - Transportes Maritimos,4311
BARCODE 121 HOLDING AS,16602
BARMER POWER TRANSMISSION SERVICE LIMITED,11848
BARMINCO FINANCE PTY LIMITED,3433
Basell Finance Company BV,16119
BAT Capital Corp,8986
BAT International Finance PLC,9037
BAUSPARKASSE DER OSTERREICHISCHEN SPARKASSEN A,2860
Bausparkasse der Volksbanken und Raiffeisenban,7634
Bay Adelaide East LP,5410
Bay Street Funding Trust,5113
BAYERNLB CAPITAL TRUST I,22302
Bayu Padu Sdn Bhd,15841
BAZALGETTE FINANCE PLC,9786
BAZALGETTE HOLDINGS LIMITED,9804
BB & T Corp.,1038
BBCN Bank,22614
BB-LEASING SA ARRENDAMENTO MERCANTIL,4128
"BC CARD CO., LTD.",14266
BCBF Participacoes S.A.,4348
Bci Asset Management Administradora General de,5794
