Target Name,Target No.
KDB ASIA LIMITED,10386
"KDB Life Insurance Co., Ltd.",14297
KEB HANA BANK,17817
KEB HANA BANK,3663
"KEB HANA BANK USA, NATIONAL ASSOCIATION",24901
Keen Bond Investment Limited,25299
Kern River Funding Corporation,21404
KESAS SDN. BHD.,15802
"KEUKDONG H-PHARM CO., LTD.",14448
KEXIM ASIA LIMITED,10388
KGI International (Hong Kong) Limited,10535
KHAZANAH NASIONAL BERHAD,15818
Kilaj Solar (Maharashtra) Private Limited,11948
Kimanis Power Sdn Berhad,15935
KINDRED ESCROW CORP. II,24067
KING TALENT MANAGEMENT LIMITED,15009
Kirk Beauty One GmbH,7763
Kirk Beauty SUN GmbH,7852
KL EAST SDN. BHD.,16016
KLP BANKEN AS,16566
KLP BOLIGKREDITT AS,16591
