Target Name,Target No.
Amazonas Geracao e Transmissao de Energia S.A.,4525
AMB Property Corp.,19375
AmBank (M) Berhad,15819
AMBAR URUGUAIANA ENERGIA S.A.,4560
AMBB Capital (L) Ltd,15846
AMBER CIRCLE FUNDING LIMITED,14915
Ambient Servicos Ambientais de Ribeirao Preto,4191
American Honda Finance Corporation,21315
AMERICAN MUN PWR OHIO INC REV,22599
"American Premier Underwriters, Inc.",21152
American Reprographics Company,19114
American Southern Bank,22652
AMERICAN TRANSMISSION COMPANY LLC,21658
American Transmission Systems Inc.,22865
"AmeriKing, Inc.",19350
Amipeace Limited,25300
AMISHI BUILDERS & DEVELOPERS PRIVATE LIMITED,11978
AmIslamic Bank Berhad,15853
AmMortgage One Berhad,15884
AMPHISSA CORPORATION SDN. BHD.,15881
AmPremier Capital Berhad,15879
