Target Name,Target No.
"IBERIA LINEAS AEREAS DE ESPANA, SOCIEDAD ANONI",8141
IBK Capital Corporation,14284
"IBK Securities Co., Ltd.",14315
IBM CREDIT LLC,21057
IBQ FINANCE LIMITED,14975
IC Power Ltd,17934
ICADE SANTE SAS,8645
Icap PLC,270
ICB (2002) Limited,17799
ICBC (LONDON) PLC,9409
ICBC (Thai) Leasing Company Limited,18140
"ICBC Financial Asset Investment Co., Ltd.",7150
"ICBC Financial Leasing Co., Ltd.",6761
ICBC Peru Bank,16836
ICBCIL Finance Co. Limited,10547
ICCREA BANCA SPA - ISTITUTO CENTRALE DEL CREDI,12206
ICCREA BANCAIMPRESA S.P.A.,12161
Icon Brand Holdings LLC,23546
ICTSI Treasury B.V.,16334
IDB Trust Services Limited,12418
IDENTEC GROUP AG,15076
