Target Name,Target No.
SOUTHLAND BUILDING SOCIETY,16690
Southside Statutory Trust III,21895
SOVRAN ACQUISITION LIMITED PARTNERSHIP,21494
SOWITEC group GmbH,7823
SP DISTRIBUTION PLC,9312
"SP FINCO, LLC",24523
SP Manweb plc,9313
SP POWERASSETS LIMITED,17803
SP TRANSMISSION LIMITED,9314
Sparbanken Oresund AB,17534
Sparkasse Hainburg-Bruck-Neusiedl Aktiengesell,2866
Sparkassen Versicherung AG Vienna Insurance Gr,2854
Sparkle Assets Limited,25270
SPD FINANCE UK PLC,9496
"SPDB Financial Leasing Co., Ltd.",7060
SPE BOA VISTA 2 ENERGIA S.A.,4391
SPE Turbina 16 Energia S.A.,4372
"SPECTRUM MANAGEMENT HOLDING COMPANY, LLC",24330
SPI Australia Holdings (Partnership) Limited P,3284
SPI Electricity & Gas Australia Holdings Pty L,3339
SPI Electricity Pty Ltd,3315
