Target Name,Target No.
GCX LIMITED,3912
GE SCF,8524
GE SEACO FINANCE SRL,3712
Geberit International B.V.,16384
GELF Bond Issuer I S.A.,15263
Gemdale Ever Prosperity Investment Limited,10581
"GEMINI SECURITIZATION CORP., LLC",22271
GEMSTONES INTERNATIONAL LIMITED,25385
GENEBANQUE S.A.S.,8614
GENERACION EOLICA INDIA LIMITED,11756
Generacion Mediterranea S.A.,2812
Generandes Peru S.A.,16800
GENFINANCE II PLC,9438
GENM CAPITAL BERHAD,15982
GENNEIA S.A.,2802
"GenOn Americas Generation, LLC",21677
"GenOn REMA, LLC.",21637
Genossenschaft Emissionszentrale fuer gemeinnu,5586
GEO COAL INTERNATIONAL PTE. LTD.,17967
"GEO CORRECTIONS HOLDINGS, INC.",23860
GF Global Capital Limited,10639
