Target Name,Target No.
CALOI NORTE SA,4217
"Calpine Construction Finance Company, L.P.",21885
CALYCE PLC,9434
"CAM CAPITAL, S.A. UNIPERSONAL",8014
CAM GLOBAL FINANCE SA,8044
CAM INTERNATIONAL ISSUES SA,8060
CAMPOS DOS VENTOS V ENERGIAS RENOVAVEIS S.A.,4370
Campos Novos Energia S.A.,4193
Canada Housing Trust No. 1,5051
Canada Square Operations plc,9103
CANBANK FACTORS LIMITED,11510
Candyking Sverige AB,17553
Cape Intermediate Holdings PLC,8835
"CAPELLA HEALTHCARE, INC.",22488
CAPITAL AUTOMOTIVE L.P.,22322
Capital Funding GmbH & Co. KG,7739
CARATLANE TRADING PRIVATE LIMITED,11927
"CAREISMATIC BRANDS, INC.",22615
"CARESTREAM HEALTH, INC.",22303
"Cargill, Incorporated",21274
"CARGO AIRCRAFT MANAGEMENT, INC",23229
