Target Name,Target No.
XELO II PUBLIC LIMITED COMPANY,10948
XELO III PUBLIC LIMITED COMPANY,10946
XELO V PUBLIC LIMITED COMPANY,10960
XELO VI LIMITED,10984
XELO VII LIMITED,10982
Xenon Capital PLC,10929
XHR LP,25053
Xiamen Airlines Company Limited,6478
Xiamen Yuzhou Hongtu Real Estate Development C,6934
"Xiamen Zhongjun Group Co., Ltd.",6931
"Xi'an Construction Engineering Group Co., Ltd.",6905
"Xianyang Financial Holding Group Co., Ltd.",7153
Xinao (China) Gas Investment Company Limited,6431
Xing AG,7579
Zeneca Inc,21239
ZENECA WILMINGTON INC,23970
