Target Name,Target No.
Gansu Provincial Highway Aviation Tourism Inve,6672
Garanti Bank SA,17124
Garfunkelux Holdco 2 S.A.,15330
Garfunkelux Holdco 3 S.A.,15324
Garfunkelux S.a r.l.,15341
GARRETT LX I S.a r.l.,5677
Gases de Occidente S.A. E.S.P.,7332
GATES GLOBAL LLC,23940
GATWICK AIRPORT FINANCE PLC,9770
GATWICK AIRPORT LIMITED,9221
GATWICK FUNDING LIMITED,12453
Gazstream S.A.,15161
GB SERVICES BERHAD,15894
GB SOCIAL HOUSING (HOLDINGS) LIMITED,9894
GB SOCIAL HOUSING PLC.,9538
GB3 Sdn. Bhd.,15813
"GC FTPYME PASTOR 4, FONDO DE TITULIZACION DE A",8066
"GC FTPYME SABADELL 6, FONDO DE TITULIZACION DE",8077
GC Treasury Center Company Limited,18169
GCE Covered Bonds,8520
GCP Student Living Plc,9580
