Target Name,Target No.
SPIRIT IP CAYMAN LTD.,15044
Spoldzielczy Bank Rozwoju,16986
SPP Livfrskring AB,17604
SPP Pension & Forsakring AB (publ),17664
Springfield First Community Bank,23421
SPRINGLEAF FINANCE CORPORATION,20988
"SPRINGLEAF HOLDINGS, INC.",23730
Spy Hill Power L.P,5177
SQ REVITA I LIMITED,10014
SR-BOLIGKREDITT AS,16598
SRLEV N.V.,16266
SSIF Nevada Limited Partnership,22044
SSL ROBOTICS LLC,24927
SSMS PLANTATION HOLDINGS PTE. LTD.,17962
SSN GROUP AG,5649
St Charles Bank & Trust Company,22738
ST Engineering Financial I Ltd,17843
"ST ENGINEERING NORTH AMERICA, INC.",24305
ST ENGINEERING RHQ LTD.,9938
"St. Clair Holding, ULC",5353
"ST. JUDE MEDICAL, LLC",24451
