Target Name,Target No.
TIERS Corporate Bond-Backed Certificates Trust,21561
Wurth Finance International B.V.,16161
Yinson Juniper Ltd,25390
YPF ENERGIA ELECTRICA SOCIEDAD ANONIMA,2816
4finance S.A.,15299
50Hertz Transmission GmbH,7693
A2D FUNDING II PLC,9686
A2DOMINION HOUSING GROUP LIMITED,9599
AA BOND CO LIMITED,12464
AACI REIT MTN PTE. LTD.,17889
AADARSHINI REAL ESTATE DEVELOPERS PRIVATE LIMI,11876
AADVANTAGE LOYALTY IP LTD.,15048
AALOK SOLARFARMS LIMITED,11770
Aarekraftwerk Klingnau AG,5682
Aargauische Kantonalbank,5582
AarhusKarlshamn AB (publ),17447
AB DEVON-KREDIT PAO,17242
AB Fortum Varme Holding samagt med Stockholms,17614
AB SCA Finans,17528
AB Sugar plc,9158
ABAPORU PARTICIPACOES S.A,4417
