Target Name,Target No.
Orbite Aluminae Inc.,4618
OrCal Geothermal Inc.,22049
ORCHESTRA BORROWER LLC,24513
"Organizacion de Proyectos de Infraestructura,",15667
Orient Hongsheng Limited,10541
ORIENT HUIZHI LIMITED,25394
ORIENT ZHIHUI LIMITED,10562
ORIX Capital Korea Corporation,14385
ORIX Credit Corporation,13606
ORIX Credit Malaysia Sdn Bhd,16026
ORIX METRO LEASING AND FINANCE CORPORATION,16902
ORLEN Capital AB,17609
Orocobre Ltd,3165
OSA GOLIATH PTE. LTD.,17908
OSK I CM SDN. BHD.,16009
OSKIB SDN. BHD.,15830
Ostasiatiske KOM A/S,1203
Ostplatz Leipzig Work & Life GmbH & Co. KG,7806
OSTRO ENERGY PRIVATE LIMITED,11839
OSTRO RENEWABLES PRIVATE LIMITED,11691
OTKRYTIYE BROKER AO,17239
