Target Name,Target No.
INTU (JERSEY) 2 LIMITED,12487
Intu Debenture Plc,9620
Inventive Global Investments Limited,25362
INVERFIN SDN BHD,15862
INVERSIONES CONFUTURO S.A.,5771
INVERSIONES PREVISION SECURITY LIMITADA,5787
"INVERSIONES SELVA, C.A.",25192
"Inversora Bursatil, S.A. de C.V.",15600
Investors Bank & Trust Company,21991
IOI Investment (L) Berhad,15827
IOI Resources (L) Bhd,15865
IOI Ventures (L) Berhad,15837
IOIP Capital Management Sdn Bhd,15971
Iowa China Offshore Holdings (Hong Kong) Limit,10567
IPF Investments Polska Sp. z o.o.,16987
Ipiranga Productos de Petroleo S.A.,4303
IRONSHORE HOLDINGS (U.S.) INC.,22671
ISA Capital do Brasil S.A.,4148
ISA Investimentos e Participacoes do Brasil S.,4418
ISABEL BUILDERS & DEVELOPERS PRIVATE LIMITED,11976
Islamic Development Bank,17352
