Target Name,Target No.
Ulster Bank Ireland Limited,10951
Ultra Resources Inc,22842
Ultragaz Participacoes Ltda.,4095
"UMB Bank, n.a.",22165
UNE EPM Telecomunicaciones S.A.,7336
UNEDIC,8413
Unibail Holding SA,1864
Unican Limited,25310
UniCredit Jelzalogbank Zrt,10686
UNIDAD PUNTA DE RIELES SOCIEDAD ANONIMA,25190
UNIFERGIE UNION POUR LE FINANCEMENT DES ECONOM,8638
Union First Market Bank,22493
Union First Market Bankshares Corporation,20671
Union State Capital Trust I,21612
"Unionex Co., Ltd.",13644
Unipol,436
Unipol Banca S.p.A.,12228
UNIQA Oesterreich Versicherungen AG,2873
UNIQA Real Estate Finanzierungs GmbH,2892
UNITE (USAF) II PLC,9582
UNITE JERSEY ISSUER LTD,12469
