Target Name,Target No.
"GUOHUA LIFE INSURANCE CO., LTD",7255
"Guoren Property and Casualty Insurance Co.,Ltd",7267
GUSAP III LP,24925
GWYNT Y MOR OFTO PLC,9715
"GXS Worldwide, Inc.",22945
GYP HOLDINGS III CORP.,23849
H&R GmbH & Co. KGaA,7788
H.J. Heinz Finance Company,21721
H.J. Heinz Finance UK Plc,9078
HADOTI POWER TRANSMISSION SERVICE LIMITED,11837
Haimen Zhongnan Investment Development (Intern,7162
HALDIA ENERGY LIMITED,11609
"Halfmoon Parent, Inc.",24711
HALK FAKTORING ANONIM SIRKETI,18286
Halk Leasing Finansal Kiralama A.S.,18262
HALK VARLIK KIRALAMA ANONIM SIRKETI,18284
HALK YATIRIM MENKUL DEGERLER ANONIM SIRKETI,18273
"Halyard Health, Inc",24001
HAMMERSON IRELAND FINANCE DESIGNATED ACTIVITY,11093
Hanalogis No.1,14625
"Hanam Energy Service Co., Ltd.",14403
