Target Name,Target No.
"BANCO GALLEGO, S.A.",8006
Banco General S.A.,16743
BANCO GMAC S.A.,4178
"Banco Grupo Cajatres, S.A.U.",8111
BANCO HONDA S/A.,4440
BANCO IBM S.A.,4131
"Banco Internacional de Mocambique, SA.",16032
"Banco Itau Argentina, S.A.",2798
"Banco Itau BBA International, S.A.",9432
"Banco Itau BBA International, S.A.",17038
BANCO J.P. MORGAN S.A.,4117
"Banco J.P. Morgan, S.A.",15589
Banco John Deere S.A.,4505
"BANCO MARE NOSTRUM, S.A.",8101
BANCO MERCANTIL DE SAO PAULO S.A.,4119
"Banco Mercantil del Norte, S.A.",14881
"Banco Mercantil del Norte, S.A.",15592
"Banco Nacional de Mexico, S.A.",15576
"Banco OCBC Weng Hang, S.A.",15483
BANCO PARIS,5767
Banco Popular North America,22125
