Target Name,Target No.
BW Bank Capital Funding Trust I,22459
BW Bank Capital Funding Trust II,23154
"BX Kaneshin Co., Ltd.",13792
C.P. Foods Holdings Limited,25302
CA Consumer Finance S.A.,8398
CA FM Lease Trust,21446
CA INDOSUEZ PRIVATE BANKING S.A.,8590
CADENT GAS LIMITED,9805
"CAFCO, LLC",21235
CAFO INC.,5165
Caifu Holdings Limited,25269
"CAIXASABADELL PREFERENTS, S.A.",8029
CAJA CASTILLA LA MANCHA FINANCE SA,8084
CAJA SAN FERNANDO FINANCE SA,8064
CAJASOL PARTICIPACIONES PREFERENTES SA,8007
CALC Bond 1 Limited,25347
CALC Bond 2 Limited,25356
CALC Bond 3 Limited,25371
CALC Bonds Limited,10659
Callahan Nordrhein-Westfallen GmbH,7625
Calligaris S.p.A.,12262
