Target Name,Target No.
BESRAYA (M) SDN. BHD.,15807
Bestgain Real Estate Limited,25277
BESTGAIN REAL ESTATE LYRA LIMITED,25292
BEWG (M) SDN. BHD.,15998
"BEX PORTFOLIO, LLC",23879
BHAMINI REAL ESTATE DEVELOPERS PRIVATE LIMITED,11975
Bharat Aluminium Co Ltd,11561
Bharat Overseas Bank Ltd.,11500
BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,11774
BHF-BANK Aktiengesellschaft,7502
Bhira Investments Limited,15501
BHUMI PRAKASH PRIVATE LIMITED,11993
"Bi Hai Co., Ltd.",7122
BIDWAL RENEWABLE PRIVATE LIMITED,11886
BIE-Bank & Trust Ltd.,14761
BIG RIGHT INVESTMENT LIMITED,10513
Big Will Investments Limited,25236
Bikaner-Khetri Transmission Limited,11959
Billion Express Investments Limited,25228
"BIMBO BAKERIES USA, INC.",23036
BioMed Realty L.P.,22201
