Target Name,Target No.
dtac TriNet Company Limited,18158
DTE Capital Corporation,22618
Dubuque Bank & Trust Company,22684
Ducato S.p.A.,12258
Duesseldorfer Hypothekenbank Aktiengesellschaf,7600
Dufferin Wind Power Inc.,5345
Dunfermline Building Society,9242
Duty Free Shops SA (CR),2448
DW Catalyst Fund Ltd,10012
DWR CYMRU (FINANCING) LIMITED,9101
DWR CYMRU CYFYNGEDIG,9244
DYNAMIC TALENT LIMITED,14909
E.CL S.A.,5745
E.L.A.N. LTD,12399
E.ON AG,7819
E.ON Beteiligungen GmbH,7745
E.ON Global Commodities SE,7717
E.ON Ruhrgas AG,7629
E.ON Sverige AB,17463
E.ON UK plc,8996
E.SUN Bank,18447
