Target Name,Target No.
BANQUE POPULAIRE RIVES DE PARIS S.C.,8479
BANQUE POPULAIRE VAL DE FRANCE,8484
Barclaycard Funding PLC,9074
Barclays Bank Delaware,22781
BARCLAYS BANK IRELAND PUBLIC LIMITED COMPANY,10959
Barclays Bank of South Africa Ltd,25580
Barclays Bank PLC (Australian Branch),3441
BARCLAYS BANK UK PLC,9864
Barclays Bank Zambia Plc,25650
Barclays Capital (Cayman) Ltd,14683
Barclays Financial LLC,21990
Barclays Investments & Loans (India) Ltd.,11531
Barclays Overseas Investment Company B.V.,16169
Barclays US Funding LLC,22168
"BBVA 3 FTPYME,Fondo de Titulizacion de Activos",8036
BBVA Autos 1 Fondo de Titulizacion de Activos,8031
BBVA Autos 2 Fondo de Titulizacion de Activos,8053
BBVA Banco de Financiacion SA,8093
BBVA BANCOMER SA Texas Branch,24200
BBVA Bancomer Servicios SA,15595
