Target Name,Target No.
Jackson National Life Global Funding,21727
Jackson National Life Insurance Company,21331
JACOBS DOUWE EGBERTS International B.V.,16365
Jamshedpur Continuous Annealing and Processing,11636
JANA KAPITAL SDN. BHD.,15961
JANA PENDIDIKAN MALAYSIA SDN. BHD.,15919
Janauba Transmissora de Energia Eletrica S.A.,4482
"Japan Clinical Laboratories,Inc.",13653
Japan Expressway Holding and Debt Repayment Ag,13561
Japan Finance Organization for Municipalities,13568
"Japan Railway Construction, Transport and Tech",13563
JARDEN CORPORATION.,24316
Jaypee DSC Ventures Limited,11519
Jaypee Sports International Limited,11619
Jazz Investments I Ltd,3913
Jazz Securities Designated Activity Company,11051
"JB Woori Capital Co., Ltd.",14242
JELAS PURI SDN. BHD.,15943
JEMENA LIMITED,3263
JERROLD FINCO PLC,9598
"JGB BANK, NATIONAL ASSOCIATION",22635
