Target Name,Target No.
DESTEK VARLIK YONETIM ANONIM SIRKETI,18285
Deutsche Finance (Netherlands) B.V.,16121
Deutsche Kreditbank AG,7627
Deutsche Morgan Grenfell Group plc,9207
DEVIHALLI HASSAN TOLLWAY LIMITED,11862
"Devon Financing Company, L.L.C.",23501
DeVry Inc.,19935
DEWA SUKUK 2013 LIMITED,14920
DH Europe Finance II S.a r.l.,15392
DH Europe Finance S.A,15323
DH Switzerland Finance S.A.,15334
Dhana Nakorn Finance & Securities Public Compa,18115
DHFL ADVISORY & INVESTMENT PRIVATE LIMITED,11879
DIANJIAN HAIXING LIMITED,25318
DIANJIAN HAIYU LIMITED,25376
DIB SUKUK LIMITED,14904
DIB Tier 1 Sukuk (3) Ltd.,15024
Dibens Leasing S.A. - Arrendamento Mercantil,4126
D'ieteren,2446
D'IETEREN SERVICES S.A.,3806
DIFUSAO-SOCIEDADE IMOBILIARIA S.A.,17078
