Target Name,Target No.
SHOP DIRECT FUNDING PLC,9849
SHOP DIRECT LIMITED,9660
SHOPSENSE RETAIL TECHNOLOGIES PRIVATE LIMITED,12012
SHORTLINE PLC,9578
"Showa Leasing Co.,Ltd.",13514
SHREYAS SOLARFARMS LIMITED,11771
SHRUTI POWER PROJECTS PRIVATE LIMITED,11982
SIBUR HOLDING PAO,17224
Sibur Securities Designated Acitvity Company,11016
"Sichuan Jiulong Hydropower Development Co., Lt",6832
Siderurgica Riograndense SA,4129
SIG Combibloc PurchaseCo S.a r.l.,15311
SIGNUM FINANCE CAYMAN II LIMITED,14860
SIGNUM FINANCE III PUBLIC LIMITED COMPANY,10957
Signum Hazel Limited,14730
SIGNUM LIMITED,14673
SIGNUM VERDE LIMITED,14814
"SIIC Shanghai (Holdings) Co.,Ltd.",6626
Sika Capital B.V.,16460
SILICA CERAMICA PRIVATE LIMITED,11749
Silver Arrow S.A.,15164
