Target Name,Target No.
"SMBC Capital Markets, Inc.",21179
SMBC International Finance N.V.,2743
SMBC Nikko Securities Inc.,13598
SMC GLOBAL POWER HOLDINGS CORP.,16904
SMFG Preferred Capital GBP 1 Limited,14788
SMFG PREFERRED CAPITAL GBP 2 LIMITED,14822
SMFG Preferred Capital JPY 1 Limited,14916
SMFG Preferred Capital JPY 3 Limited,14847
SMFG Preferred Capital USD 1 Limited,14790
SMFG Preferred Capital USD 2 Limited,14815
SMFG Preferred Capital USD 3 Limited,14821
SNCF RESEAU,8399
SNS Bank N.V.,16130
SOAR GREAT LIMITED,6916
SOAR WISE LIMITED,15022
SOBRAL I SOLAR ENERGIA SPE S.A.,4468
"Social Financing SK, s.r.o.",18022
SOCIEDAD CONCESIONARIA AUTOPISTA CENTRAL S.A.,5759
Sociedad Concesionaria Ruta del Algarrobo S.A.,5805
Sociedad Concesionaria Salud Siglo XXI S.A.,5801
"SOCIEDADE BIOELETRICA DO MONDEGO, S.A.",17077
