Target Name,Target No.
AFFINITY SUTTON CAPITAL MARKETS PLC,9381
Africa Finance Corporation,16062
African Bank Limited,25566
African Development Bank,5692
AG Insurance SA/NV,3779
"AGC Capital, Inc.",21523
Ageas Finance N.V.,16141
Ageas Hybrid Financing S.A.,15168
Ageasfinlux S.A.,15137
AGENCE FRANCAISE DE DEVELOPPEMENT EPIC,8511
AGFC CAPITAL TRUST I,22263
AGL Capital Corporation,21647
Agos-Ducato S.p.A.,12264
AGREE LIMITED PARTNERSHIP,23325
Agricultural Bank Financial Assets Investment,7184
"Ahold Finance U.S.A., LLC",21537
Ahold Lease Series 2001-A-2-Pass Through Trust,21705
AHUJA HIVE PRIVATE LIMITED,11998
AHV Access Health Vancouver Ltd.,5144
AIB MORTGAGE BANK,10955
AIG-FP Capital Funding Corp.,21978
