Target Name,Target No.
FEDERAL'NAYA PASSAZHIRSKAYA KOMPANIYA AO,17275
FEDERATED NATIONAL HOLDING COMPANY,19622
FEDERATION DES CAISSES DESJARDINS DU QUEBEC,5083
FERRATUM BANK P.L.C.,15493
Ferratum Capital Germany GmbH,7725
FERRATUM CAPITAL POLAND SPOLKA AKCYJNA,16996
Ferreira Gomes Energia S.A,4268
FERROVIE DELLO STATO ITALIANE S.P.A.,12154
FF GROUP FINANCE LUXEMBOURG II S.A.,15368
FF Group Finance Luxembourg SA,15295
FFG PREFERRED CAPITAL CAYMAN LIMITED,14968
FGA CAPITAL IRELAND PUBLIC LIMITED COMPANY,10956
FGB SUKUK COMPANY LIMITED,14884
Fiat,236
"Fidelidade - Companhia de Seguros, S.A.",17064
FIDEURAM BANK (LUXEMBOURG) S.A.,15283
"Fido Solutions, Inc.",4998
Fiduciaria Bogota S.A.,7351
Fiduciaria Corficolombiana S.A.,7328
Fiduciaria de Occidente S.A.,7331
Filial China Construction Bank Corporation Ast,15070
"Fina Finance & Trading Co., Ltd.",18479
FINAMUR S.A.,8622
FINANCE FOR PEOPLE (NO.4) PLC,9130
"Financiacion Banesto 1, Fondo de Titulizacion",8076
Financiere Remy Cointreau SA/NV,3792
Finans Faktoring Hizmetleri Anonim Sirketi,18277
FINANZAS GENERALES S.A.,16744
FINDOMESTIC BANCA S.P.A.,12159
FINE PERFECTION INVESTMENT LIMITED,10648
Fingrid Oyj,8202
"FINIAL HOLDINGS, INC.",24722
Finitalia S.p.A.,12282
FINNING (UK) LTD.,9826
First Bank of Idaho FSB,22407
First Dominion Funding I,14713
First Dominion Funding III,14769
FIRST FEDERAL BANK OF FLORIDA,22931
First National Bank (Lenoir City),23685
First National Bank of Namibia Limited,16036
First Puerto Rico Tax Advantaged Target Maturi,17018
First Securities ASA,16553
"FIRST SENTRY BANK, INC.",22111
FIRST SOUTH PREFERRED TRUST I,21887
First Tennessee Bank National Association,21800
First Tennessee Capital II,21899
First Western Capital Trust I,21522
FirstLight Hydro Generating Company,21685
FLCT TREASURY PTE. LTD.,17994
"FLEX ACQUISITION COMPANY, INC.",24444
FlexiGroup Limited,3117
"FLORIDA GAS TRANSMISSION COMPANY, LLC",21151
FMR LLC,21554
FOLHA LARGA 1 HOLDING S.A.,4521
Forcepoint LLC,24298
Forces Motrices de Mauvoisin SA,5584
"Ford Automotive Finance (China) Co., Ltd.",6923
FortisAlberta Inc.,5076
FortisBC Energy Inc.,5002
FortisBC Energy Inc.,5357
FortisBC Holdings Inc.,5036
FortisBC Inc.,5079
Fortress Paper Ltd.,4783
Forum Servicios Financieros S.A.,5762
Fospar S.A. Fertilizantes Fosfatados do Parana,4452
FOSSE MASTER ISSUER PLC,9317
Foz Centro Norte S.A.,4290
Foz do Rio Claro Energia S.A.,4561
FPC Finance Limited,25257
FPC Treasury Limited,25283
FQM (Akubra) Inc,5315
FQM (Akubra) Inc.,5255
FREEPORT MINERALS CORPORATION,24127
Friesland Bank N.V.,16149
FSBS CAPITAL TRUST I,21913
F-Secure Oyj,8191
FTA Santander Consumer Spain Auto 06,8062
"FTD Companies, Inc.",23733
FTPYME BANCAJA 3 Fondo de Titulizacion de Acti,8033
"Fuji Xerox Co., Ltd.",13495
"Fujian Fuqing Nuclear Power Co., Ltd.",7205
Fukuoka Preferred Capital Cayman Ltd,14782
"Fukushima LTD.,",13650
Func Food Group Oyj,8233
Fuqing Investment Management Limited,25339
FURNAS Centrais Eletricas S.A.,4102
Future Diamond Limited,25427
FUTURES HOUSING GROUP LIMITED,9904
FUTURES TREASURY PLC,9905
