Target Name,Target No.
Novartis Securities Investment Ltd,3869
NOVATEK FINANCE LIMITED,10999
Nove Mesto ONE Industrial Park II SK s.r.o.,18021
Novelis Sheet Ingot GmbH,7853
"NOVO BANCO, S.A.",17075
"NOVO BANCO, S.A.",14949
"Novo Banco, S.A.",15301
Novo Nordisk Finance (Netherlands) B.V.,16491
NOWFLOATS TECHNOLOGIES PRIVATE LIMITED,11818
NPB Capital Trust V,21876
NR Finance Mexico S.A. de C.V. Sociedad Financ,15601
"NRF HOLDCO, LLC",24443
"NRFC NNN Holdings, LLC",22502
NRG Energy Pass-Through Trust 2000-1,21619
NRG FIRST POWER HOLDINGS I,9379
NRG PEAKER FINANCE COMPANY LLC,21874
NRG SOUTH CENTRAL GENERATING LLC,21610
NRG YIELD OPERATING LLC,23660
"NRG YIELD, INC.",23637
NRP (OPERATING) LLC,22838
NRSS XXXI (B) TRANSMISSION LIMITED,11687
NSI N.V.,16086
NSTAR Electric Company,20899
NTC Capital I,21365
NTC Capital II,21379
"NTL (Delaware), Inc.",21511
NTT FINANCE CORPORATION,13513
NTT FINANCE UK LIMITED,9953
Nuclear Energy Holdings LLC,22226
Nucleo S.A.,17083
Nuevo Banco Comercial S.A.,25186
Nufarm Australia Limited,3535
NUFARM INDUSTRIA QUIMICA E FARMACEUTICA S.A.,4457
NUOVA BANCA DELLE MARCHE SOCIETA PER AZIONI,12343
"NUSTAR LOGISTICS, L.P.",21735
"NUTRITION & BIOSCIENCES, INC.",24952
nVent Finance S.a r.l.,15377
NWD (MTN) Limited,25295
NWD FINANCE (BVI) LIMITED,25204
NWPS Capital Financing I,21544
NXTRA DATA LIMITED,12042
NYDALEN KONTORBYGG AS,16606
NYKREDIT BANK A/S,7902
NYKREDIT HOLDING A/S,7899
NYKREDIT REALKREDIT A/S,7895
Nynas AB (publ),17566
Nyrstar Netherlands (Holdings) B.V.,16373
NYSE EURONEXT HOLDINGS LLC,23722
O2 Telefonica Deutschland Finanzierungs GmbH,7730
OAK BANK,22646
"OAO ""Detskii mir-Tsentr""",17223
"OAO ""Gazprom gazenergoset'""",17234
"OAO ""OTP Bank""",17160
"OAO ""Vneshneekonomicheskoe aktsionernoe obshch",17232
OAO Severo-Zapadnyi Telekom,17196
Obshchestvo s ogranichennoi otvetstvennost'iu,17267
Obshchestvo s ogranichennoi otvetstvennostiu M,17211
OCBC Al-Amin Bank Berhad,15876
OCBC Bank (Malaysia) Berhad,15851
OCBC Wing Hang Bank (China) Limited,7000
OCBC Wing Hang Bank Limited (Macau),15471
OCCIDENTAL DE COLOMBIA LLC,7344
"OceanFirst Bank, National Association",24324
Oceanografia SA de CV,15618
"Oceanwide Holdings International 2015 Co., Lim",25342
"OCEANWIDE HOLDINGS INTERNATIONAL 2017 CO., LIM",25378
Oceanwide Holdings International Development I,25409
Ochiba 2015 B.V.,16386
"OCI Specialty Co., Ltd",14484
Oclaro Luxembourg S.A.,15255
OCP S.A.,15449
Ocwen Capital Trust I,21374
"OCWEN LOAN SERVICING, LLC",22205
Odebrecht Ambiental S.A.,4264
ODEBRECHT FINANCE LTD.,4156
ODEBRECHT OIL & GAS FINANCE LIMITED,14945
Odebrecht Plantas Industriais e Participacoes,4235
ODEBRECHT REALIZACOES IMOBILIARIAS S.A,4198
Odebrecht S.A.,4122
Odebrecht Servicos e Participacoes S.A.,4220
OEBB-Infrastruktur Aktiengesellschaft,2887
Oersted Wind Power TW Holding A/S,7925
Oesterreichische Hotel- und Tourismusbank Gese,2896
