Target Name,Target No.
Nomura International plc,9053
"Nomura Securities Co.,Ltd.",13516
NOOR SUKUK COMPANY LTD,14962
NOOR TIER 1 SUKUK LIMITED,14984
Noranda Aluminum Acquisition Corp.,22336
Norbord GP I,22293
NorCell Sweden Holding 2 AB (publ),17582
NorCell Sweden Holding 3 AB (publ),17583
Nord/LB Covered Finance Bank S.A.,15178
NORD/LB G-MTN S.A.,15199
Nordax Bank AB (publ),17544
Norddeutsche Landesbank Girozentrale,7614
Norddeutsche Landesbank Girozentrale (United K,9165
Nordea Bank AB (Publ) (Norway Branch),16607
NORDEA BANK ABP LONDON BRANCH,9897
Nordea Bank Danmark A/S,7897
Nordea Bank Finland Plc,8201
NORDEA BANK FINLAND PLC,14888
Nordea Bank Finland Plc,21433
Nordea Bank Norge ASA,16543
Nordea Eiendomskreditt AS,16505
Nordea Hypotek AB,17538
Nordea Hypoteksbank Abp,8234
Nordea Kredit Realkreditaktieselskab,7905
Nordea Kreditforening,7889
"Nordea North America, Inc.",22097
Nordex Employee Holding GmbH,7846
Norican A/S,7917
Norican Global A/S,7918
Norinchukin Finance (Cayman) Limited,14785
NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,4330
North Battleford Power L.P.,5203
North Cement Co Ltd,6776
NORTH EASTERN ELECTRIC POWER CORPN LTD,11485
North Fork Capital Trust II,21342
NORTH NEW HYDE PARK BRANCH,23584
North Shore Community Bank & Trust Company,22132
North Shore Gas Company,21160
North Surrey Water Ltd,9089
North West Water Finance Limited,9040
Northbrook Bank & Trust Company,23067
Northern Blizzard Resources Inc.,5185
NORTHERN BORDER PIPELINE COMPANY,21570
NORTHERN GAS NETWORKS FINANCE PLC,9335
NORTHERN GAS NETWORKS LIMITED,9268
NORTHERN GATEWAY INFRASTRUCTURE SDN. BHD.,15981
Northern Natural Gas Company,21466
NORTHERN POWERGRID (NORTHEAST) LIMITED,9301
Northern Powergrid (Yorkshire) plc,9307
NORTHERN SOLAIRE PRAKASH PRIVATE LIMITED,11745
Northern Telephone Limited,5039
Northfield Bank,23308
Northgate PLC,228
Northgroup Preferred Capital Corporation,22333
NORTHPORT (MALAYSIA) BHD.,15974
Northrop Grumman Space & Mission Systems Corp.,21070
Northrop Grumman Systems Corporation,21783
NORTHSTAR ASSET MANAGEMENT GROUP INC.,23796
NorthStar Realty Finance Limited Partnership,22360
Northumbrian Services Limited,9304
Northumbrian Water Finance PLC,9116
Northwest Airlines Pass Through Trusts,22588
"NORTHWEST FLORIDA TIMBER FINANCE, LLC",23930
Northwest Natural Gas Company,19312
NorthWestern Capital Financing I,21485
NorthWestern Capital Financing II,21689
"NORTHWESTERN ENERGY, L.L.C.",21048
"Northwind Holdings, LLC",22656
NORWEGIAN FINANS HOLDING ASA,16593
Nostrum Oil & Gas B.V.,16409
Nostrum Oil & Gas Finance B.V.,16359
NOTENSTEIN FINANCE (GUERNSEY) LIMITED,10021
Notenstein La Roche Privatbank AG,5625
NOTRE DAME INTERMEDICA SAUDE S.A.,4383
NOTTING HILL GENESIS,9885
NOTTING HILL HOUSING TRUST,9460
Nova Asa Branca III Energia Renovaveis S.A.,4341
NOVA Gas Transmission Ltd.,4994
Nova Pontocom Comercio Eletronico S.A.,4280
NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,4444
NOVALIS S.A.S.,8568
Novartis Finance Corp.,22273
Novartis Finance S.A.,15201
