Target Name,Target No.
QUABIT FINANCE SA,8166
QUAD CITY BANK AND TRUST COMPANY,22692
Quadgas Finance PLC,9874
"Quality Tech, LP",23638
QUATRIM SASU,8646
Quidel Corporation,18979
"QVC, Inc.",21609
"Qwest Capital Funding, Inc.",22552
R&Q INSURANCE (MALTA) LIMITED,15494
R&Q RE (BERMUDA) LTD.,3932
R. J. REYNOLDS TOBACCO COMPANY,21171
"R.J. Reynolds Tobacco Holdings, Inc.",21976
Rabo Australia Limited,3408
Rabo Capital Securities Limited,16697
Rabo Securities NV,16156
Rabo Vastgoedgroep Holding N.V.,16172
RABOINVESTMENTS CHILE S.A.,5768
Radiant Access Limited,25374
RADIMAX GROUP SDN. BHD.,15864
Raiffeisen Schweiz Genossenschaft,5565
"Raiffeisen Schweiz Genossenschaft, Niederlassu",5663
