Target Name,Target No.
Total Capital Canada Ltd.,5124
Total Capital International SA,8547
TOTAL FLEET S.A.,4205
Total Infrastructures Gaz France SA,8543
Total Petrochemicals & Refining SA/NV,3767
TOTALBANK,22649
TOTALKREDIT A/S,7892
Towngas (Finance) Limited,25303
TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,4469
TPSA EUROFINANCE FRANCE SA,8457
TR Property Investment Trust PLC,233
Trans-Allegheny Interstate Line Company,22597
TRANSDEV GROUP S.A.,8616
TRANSELCA S.A. E.S.P.,7334
Transenergia Renovavel S.A.,4550
Transenergia Sao Paulo S/A,4549
"TRANSENTERIX, INC.",19316
"TransForce, Inc.",4967
Transmissora Sul Brasileira de Energia S.A.,4326
TRANSMISSORA SUL LITORANEA DE ENERGIA S.A. - T,4322
"TRANSWESTERN PIPELINE COMPANY, LLC",22208
