Target Name,Target No.
Reliance Comtrade Private Limited,11909
RELIANCE CONTENT DISTRIBUTION LIMITED,11921
Reliance Corporate IT Park Limited,11887
RELIANCE EMINENT TRADING & COMMERCIAL PRIVATE,11910
RELIANCE FINANCIAL CORPORATION,22253
Reliance Gas Pipelines Limited,11684
Reliance Jio Infratel Private Limited,11919
Reliance Lifestyle Holdings Limited,11899
RELIANCE PAYMENT SOLUTIONS LIMITED,11878
Reliance Projects & Property Management Servic,12031
Reliance Prolific Commercial Private Limited,11897
RELIANCE RETAIL LIMITED,11679
RELIANCE SERVICES AND HOLDINGS LIMITED,11929
RELIANCE SMSL LIMITED,11891
RELIANCE STANDARD LIFE GLOBAL FUNDING II,23887
Reliance Strategic Business Ventures Ltd,12033
Reliance Universal Traders Private Limited,11911
Reliance Vantage Retail Limited,11880
RELIANCE WORLD TRADE PVT LTD,11898
Reliant Energy Inc,218
RELX Finance B.V.,16387
