Target Name,Target No.
ADIB CAPITAL INVEST 2 LTD.,15019
Adif Alta Velocidad,8124
ADM AG Holding Limited,25425
ADO Treasury GmbH,7810
Adolf Wuerth GmbH & Co. KG,7628
ADOP Co.,22403
"ADRIA MOBIL Proizvodnja, trgovina in storitve,",18002
Adtran Inc,19661
ADYAH SOLAR ENERGY PRIVATE LIMITED,12014
AEGIDE S.A.,8597
"AEROPUERTO INTERNACIONAL DE TOCUMEN, S.A.",16753
Aeropuertos Argentina 2000 S.A.,2794
AEROPUERTOS DOMINICANOS SIGLO XXI S A,7929
Aerospace Satellite Corporation Holding B.V.,16308
"Aerovias de Mexico, S.A. de C.V.",15536
Aerovias Nacionales de Colombia SA,7314
AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGI,4528
AEV INTERNATIONAL PTE. LTD.,17969
AF AB,17408
AF BanRegio S.A. de C.V. Sociedad Financiera d,15587
AFC Capital Trust I,21395
