Target Name,Target No.
IDFC FIRST BHARAT LIMITED,11581
If Skadeforsakring AB (publ),17548
If Skadeforsakring Holding AB (publ),17542
If Vahinkovakuutusyhtioe Oy,8211
"IH MERGER SUB, LLC",24592
"IHEARTCOMMUNICATIONS, INC.",19398
IHO Verwaltungs GmbH,7761
"IHOP IP, LLC.",22789
IIB Capital Plc,10940
"IIP OPERATING PARTNERSHIP, LP",24799
IK FREEDOM FINANS OOO,17288
ILFC E-Capital Trust I,22055
ILFC E-Capital Trust II,22107
ILLINOIS BANK & TRUST,22777
"IM CEDULAS 1 GRUPO BANCO POPULAR, Fondo de Tit",8022
"IM CEDULAS 4, Fondo de Titulizacion de Activos",8041
Imexsa Export Trust No. 96-1,15573
IMF BENTHAM LIMITED,3027
IMMO-BANK Aktiengesellschaft,2853
Immobiliare Dinamico,12346
IMMOCAP S.A.,15349
