Target Name,Target No.
Asanko Gold Inc,4800
Asian Development Bank,16895
ASKIM EIENDOMSINVEST II AS,16616
ASM Brescia S.p.A.,12093
ASSET FUNDING COMPANY IV LIMITED,22741
ASTER GROUP LIMITED,9616
Aster Treasury PLC,9622
AT HOME HOLDING III INC.,23285
Atradius Credito y Caucion S.A. de Seguros y R,8080
Atradius Finance B.V.,16229
Atradius Kreditversicherung AG,7638
"Audatex North America, Inc.",22632
AURIGENE PHARMACEUTICAL SERVICES LIMITED,11955
Australian Mining & Smelting Pty Ltd,3311
AUTOMOTIVE EXCHANGE PRIVATE LIMITED,11860
"AUTOVIA DE LOS VINEDOS, SOCIEDAD ANONIMA CONCE",8032
AUTOVIA DEL NOROESTE CONCESIONARIA DE LA COMUN,8148
Autovias S.A.,4216
AUXIFIP S.A.,8577
AVANCE-ATLAS INFRATECH PRIVATE LIMITED,11859
AvanStrate Inc.,13551
