Target Name,Target No.
Nucleo S.A.,17083
NUFARM INDUSTRIA QUIMICA E FARMACEUTICA S.A.,4457
NUOVA BANCA DELLE MARCHE SOCIETA PER AZIONI,12343
nVent Finance S.a r.l.,15377
NWD (MTN) Limited,25295
NWD FINANCE (BVI) LIMITED,25204
NXTRA DATA LIMITED,12042
NYKREDIT BANK A/S,7902
NYKREDIT HOLDING A/S,7899
NYKREDIT REALKREDIT A/S,7895
Nynas AB (publ),17566
O2 Telefonica Deutschland Finanzierungs GmbH,7730
OAK BANK,22646
"OAO ""Detskii mir-Tsentr""",17223
"OAO ""Gazprom gazenergoset'""",17234
"OAO ""OTP Bank""",17160
"OAO ""Vneshneekonomicheskoe aktsionernoe obshch",17232
OAO Severo-Zapadnyi Telekom,17196
Obshchestvo s ogranichennoi otvetstvennost'iu,17267
Obshchestvo s ogranichennoi otvetstvennostiu M,17211
OCBC Al-Amin Bank Berhad,15876
