Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
MOSAIC GLOBAL HOLDINGS INC.,21259,Global Holdings,54693,95,"[('Global Holdings', 95), ('Mosaic', 90), ('AIC', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Globa', 90), ('Global', 90), ('Sai Capital Limited', 90)]"
Mohegan Gaming & Entertainment,21260,Barron Entertainment,702,86,"[('Barron Entertainment', 86), ('Media Entertainment', 86), ('MTM Entertainment Trust', 86), ('Odyssey Gaming', 86), ('Craig Music and Entertainment Subscription Voting Shares', 86), ('Dion Entertainment Corporation', 86), ('Eqube Gaming', 86), ('Galavu Entertainment', 86), ('Gaming Lottery', 86), ('Gaming Nation', 86)]"
First-Citizens Bank & Trust Company,21261,Trust Company,4284,90,"[('Trust Company', 90), ('First', 90), ('Security Bank', 90), ('Firs', 90), ('First', 90), ('Citizens', 90), ('First', 90), ('First', 90), ('Security Bank', 90), ('Security Bank', 90)]"
Virgin Media Holdings Inc.,21262,Virgin Media Holdings,78135,100,"[('Virgin Media Holdings', 100), ('Virgin Holdings Limited', 95), ('Media Capital', 90), ('RGI', 90), ('IRG', 90), ('Holdings', 90), ('Media Capital', 90), ('Media Holdings', 90), ('Holdings', 90), ('In Media', 90)]"
Bayer Corporation,21263,Bayer,165150,100,"[('Bayer', 100), ('Bayer', 100), ('Bayer E', 95), ('Bayer E', 95), ('Bayer E', 95), ('Bayer Schering Pharma', 90), ('Bayer Schering Pharma (XETRA)', 90), ('Bayerische Brauholding', 90), ('Bayerische Hartstein', 90), ('Bayerische Hypothekenbank', 90)]"
FOSTER WHEELER LLC,21264,Foster Wheeler,59956,100,"[('Foster Wheeler', 100), ('Foster Wheeler', 100), ('Amec Foster Wheeler', 95), ('El Corporation', 90), ('FOS', 90), ('FOS', 90), ('OS', 90), ('Amec Foster Wheeler ADR 1:1', 90), (""Foster Wheeler 'A' Warrants 09/24/2009"", 90), (""Foster Wheeler 'B' Warrants 24/09/07"", 90)]"
ERP Operating Limited Partnership,21265,Artner,107941,90,"[('Artner', 90), ('Capital Partners', 90), ('Opera Limited', 90), ('Amalgamated Income Partner Unit Partnership', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('Koch Pipelines Canadian Limited Partnership Units', 86), ('Public Storage Canadian Properties Unit Limited Partnership', 86), ('Royal Trust Real Estate Investment Limited Partnership Unit', 86), ('TSE 100 Index Partnership Fund Unit Ben-Hips', 86), ('Vertex Fund Limited Partnership Unit 99/99/9999', 86)]"
"PENSKE TRUCK LEASING CO., L.P.",21266,Security Leasing Corporation,113453,90,"[('Security Leasing Corporation', 90), ('ASI', 90), ('NSK', 90), ('Security Leasing Corporation', 90), ('Fibra Leasing', 86), ('Commercial Leasing B (Suspended - 24/03/93)', 86), ('Alpha Leasing', 86), ('Etba Leasing', 86), ('Al Masar Leasing and Investment Company', 86), ('First Indonesia American Leasing', 86)]"
"Capital One Bank (USA), National Association",21267,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('National', 90), ('One Bank', 90), ('National', 90), ('Adelaide Bank', 86), ('Advance Bank Australia', 86), ('AFB Bank ASC', 86), ('Azar-Turk Bank', 86)]"
CIBA CORPORATION,21268,Cibank,1128,90,"[('Cibank', 90), ('Ciba India', 90), ('Inex Divcibare', 90), ('Ciba N', 90), ('Ciba-Geigy B', 90), ('Eczacibasi Yapi B', 90), ('Novartis B (Ciba and Sandoz B)', 90), ('Capital A', 90), ('Eczacibasi Yatirim', 90), ('Scibase Holding', 90)]"
"Popular North America, Inc.",21269,North,28907,90,"[('North', 90), ('North', 90), ('ICA AB', 90), ('AME', 90), ('Popular', 90), ('ICA AB', 90), ('ICA AB', 90), ('AME', 90), ('North Quay', 86), ('Build America Investment Grade Bond Fund Class A Units', 86)]"
HERITAGE MEDIA CORPORATION,21270,Heritage Media,65419,100,"[('Heritage Media', 100), ('Media Capital', 90), ('IT', 90), ('Tag Corporation', 90), ('Heritage', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('Media Capital', 90), ('E&M', 90)]"
Revlon Consumer Products Corporation,21271,Revlon Consumer Products,67744,100,"[('Revlon Consumer Products', 100), ('Duc', 90), ('CTS', 90), ('CTS', 90), ('Capital Product', 90), ('Revlon', 90), (""Arbec Forest Products Subordinate Voting Shares 'A'"", 86), ('Brand Marvel Worldwide Consumer Products', 86), ('Encore Products', 86), ('Epicure Food Products Suspended 13/03/92', 86)]"
"Public Service Company of North Carolina, Inco",21272,Trust Company,4284,90,"[('Trust Company', 90), ('Public', 90), ('Security Service', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Bank of Western Australia', 86), ('Bank of Melbourne', 86), ('Burns Philp and Company', 86), ('China Finance Holding Company', 86), ('Cities of Australian Property', 86)]"
"United Artists Theatre Circuit, Inc.",21273,United Artists Theatre Circuit,69028,100,"[('United Artists Theatre Circuit', 100), ('Unite Capital', 90), ('United', 90), ('Unit', 90), ('Unit', 90), ('United', 90), ('United', 90), ('United Airways', 86), ('United Goldfield', 86), ('United Gulf Bank', 86)]"
"Cargill, Incorporated",21274,RGI,21569,90,"[('RGI', 90), ('AR', 90), ('Car', 90), ('CA', 90), ('Capital A', 90), ('G Capital', 90), ('Cargills (Ceylon)', 90), ('G Capital', 90), ('Cargill Fertilizantes PN', 90), ('Cargill Fertilizantes On', 90)]"
Wells Fargo Bank NA,21275,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Far', 90), ('Security Bank', 90), ('Well', 90), ('Security Bank', 90), ('S&F Capital', 90)]"
Premcor USA Inc.,21276,Emco,100325,90,"[('Emco', 90), ('MCO Capital', 90), ('EMC', 90), ('Re Capital', 90), ('Premcor', 90), ('Re Capital', 90), ('EMC', 90), ('Emco', 90), ('EMC', 90), ('Danske Invest USA', 86)]"
Tyco International (US) Inc.,21277,Tyco International,68864,95,"[('Tyco International', 95), ('Ion', 90), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National', 90), ('Tern', 90), ('ATI', 90), ('Ion', 90)]"
