Target Name,Target No.,preprocessed,First word,Top matched name for First word,Top matched No. for First word,Matched score for First word,Second word,Top matched name for Second word,Top matched No. for Second word,Matched score for Second word,Third word,Top matched name for Third word,Top matched No. for Third word,Matched score for Third word
Citibank International plc,17069,citibank international,citibank,Citibank Mexico SA,173141,93.0,citibank international,Bank International,221177,98.0,citibank international,Bank International,221177,98.0
Citibank International plc,15126,citibank international,citibank,Citibank Mexico SA,173141,93.0,citibank international,Bank International,221177,98.0,citibank international,Bank International,221177,98.0
Citibank Leasing SA Arrendamento Mercantil,4125,citibank leasing arrendamento mercantil,citibank,Citibank Canada Warrants,143324,92.0,citibank leasing,Security Bank,200310,83.8,citibank leasing arrendamento,Trust Bank,86763,83.8
Citibank NA (New York Branch),24905,citibank na (new york branch),citibank,Citibank Canada Warrants,143324,92.8,citibank na,Citibank Canada Warrants,143324,85.6,citibank na (new,Citibank N A New York Preferred Series B,143325,88.0
"Citibank, N.A.",9243,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
"Citibank, N.A.",21234,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
"CITIBANK, N.A.",3465,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
"Citibank, N.A.",21847,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
"Citibank, N.A.",5129,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
"Citibank, N.A.",10328,citibank n.a.,citibank,Citibank Mexico SA,173141,92.8,citibank n.a.,Trust Bank,86763,89.4,citibank n.a.,Trust Bank,86763,89.4
Citigroup Capital Korea Inc,14263,citigroup capital korea,citigroup,Citigroup Capital Trust IX 6%,59456,95.6,citigroup capital,Citigroup Capital Trust IX 6%,59456,95.6,citigroup capital korea,Citigroup,25175,91.2
Citigroup Capital XVII,20809,citigroup capital xvii,citigroup,Citigroup Capital VII 7.125%,63584,96.8,citigroup capital,Citigroup Capital VII 7.125%,63584,96.8,citigroup capital xvii,Citigroup Capital VII 7.125%,63584,92.8
Citigroup Capital XVIII,22368,citigroup capital xviii,citigroup,Citigroup Capital Trust IX 6%,59456,96.6,citigroup capital,Citigroup Capital Trust IX 6%,59456,96.6,citigroup capital xviii,Citigroup Capital Xiii 7 Preference,138975,92.0
Citigroup Finance Canada Inc.,5031,citigroup finance canada,citigroup,Citigroup (Ireland),231837,94.0,citigroup finance,Citigroup,132933,91.0,citigroup finance canada,Citigroup,132933,91.0
Citigroup Finance Canada ULC,5402,citigroup finance canada ulc,citigroup,Citigroup (Ireland),231837,92.8,citigroup finance,Citigroup,25175,89.8,citigroup finance canada,Citigroup,132933,89.8
Citigroup Global Markets Brasil Corretora de C,4132,citigroup global markets brasil corretora de c,citigroup,Citigroup Global Markets Elks Yahoo,194109,94.39999999999999,citigroup global,Citigroup Global Markets Elks Yahoo,194109,94.39999999999999,citigroup global markets,Citigroup Global Markets Elks Yahoo,194109,94.39999999999999
Citigroup Global Markets Deutschland AG,7673,citigroup global markets deutschland,citigroup,Citigroup Global Markets Elks,194108,96.6,citigroup global,Citigroup Global Markets Elks,194108,96.6,citigroup global markets,Citigroup Global Markets Elks,194108,96.6
Citigroup Global Markets Funding Luxembourg GP,15387,citigroup global markets funding luxembourg gp,citigroup,Citigroup Global Markets Index Lasers,78865,95.0,citigroup global,Citigroup Global Markets Index Lasers,78865,95.0,citigroup global markets,Citigroup Global Markets Index Lasers,78865,95.0
Citigroup Global Markets Funding Luxembourg SC,15257,citigroup global markets funding luxembourg sc,citigroup,Citigroup Global Markets Index Lasers,78865,95.39999999999999,citigroup global,Citigroup Global Markets Index Lasers,78865,95.39999999999999,citigroup global markets,Citigroup Global Markets Index Lasers,78865,95.39999999999999
Citigroup Global Markets Japan Inc.,13520,citigroup global markets japan,citigroup,Citigroup Global Markets Elks,194108,97.0,citigroup global,Citigroup Global Markets Elks,194108,97.0,citigroup global markets,Citigroup Global Markets Elks,194108,97.0
