Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"ROCKWELL MEDICAL, INC.",18747,Rockwell Medical,138114,100,"[('Rockwell Medical', 100), ('Rockwell Medical (BRN)', 95), ('Rockwell Medical (BRN)', 95), ('El Corporation', 90), ('Ical', 90), ('Medica', 90), ('Medica', 90), ('IC', 90), ('ICA AB', 90), ('CA', 90)]"
Standard Parking Corporation,18748,Andar,5102,90,"[('Andar', 90), ('AR', 90), ('Da Securities', 90), ('King', 90), ('Standa', 90), ('Standard Capital', 90), ('Ark', 90), ('Standard Capital', 90), ('Standard Capital', 90), ('Standard Capital', 90)]"
MannKind Corporation,18749,Mannkind,134585,100,"[('Mannkind', 100), ('Man AG', 90), ('Man AG', 90), ('Ann', 90), ('Capital M', 90), ('Capital A', 90), ('NK', 90), ('NN', 90), ('Man AG', 90), ('Mannkind Warrants', 90)]"
STEWARDSHIP FINANCIAL CORPORATION,18750,Stewardship Financial,61429,100,"[('Stewardship Financial', 100), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Financial Trust Corporation', 90), ('Hip', 90), ('SHI', 90)]"
National Western Life Insurance Company,18752,Trust Company,4284,90,"[('Trust Company', 90), ('National', 90), ('National', 90), ('National', 90), ('National', 90), ('National', 90), ('Aeyna Life and Casualty', 86), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Bank of Western Australia', 86)]"
"VIVUS, Inc.",18757,Vivus,58515,100,"[('Vivus', 100), ('Vivus (Frankfurt)', 90), ('Vivus (XETRA)', 90), ('Tivus', 80), ('Vivos', 80), ('VIS', 75), ('VIS', 75), ('IUS', 75), ('VIS', 75), ('Vidusa Bileca', 72)]"
"Star Scientific, Inc.",18766,Start Scientific,132035,97,"[('Start Scientific', 97), ('Star Scientific (XETRA)', 95), ('ENT', 90), ('AR', 90), ('R S Corporation', 90), ('SCI', 90), ('IC', 90), ('IE', 90), ('Star', 90), ('Scient', 90)]"
Odyssey Re Holdings Corp.,18775,Odyssey Re Holdings,60826,95,"[('Odyssey Re Holdings', 95), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Odyssey Corporation', 90), ('Holdings', 90), ('Odyssey Corporation', 90), ('Holdings', 90), ('E&H', 90), ('SSE', 90)]"
Park Electrochemical Corp.,18779,Ical,2166,90,"[('Ical', 90), ('Capital Park', 90), ('Capital Park', 90), ('2 Park Street Trust', 86), ('Bremer Park', 86), ('Darling Park Trust', 86), ('Star Park', 86), ('Coopers Park', 86), ('Grand Hotel Park', 86), ('Hotel Park DD', 86)]"
"XERIUM TECHNOLOGIES, INC.",18783,Xerium Technologies,61854,100,"[('Xerium Technologies', 100), ('Xerium Technologies (XETRA)', 95), ('Tec', 90), ('Xerium Technologies (Frankfurt)', 90), ('Osirium Technologies', 87), ('Art Advanced Research Technologies', 86), ('Boswell International Technologies', 86), ('Consolidated Epix Technologies', 86), ('Davnor Water Treatment Technologies', 86), ('Diasyn Technologies Merger Into 329524', 86)]"
ALLIANCE NATIONAL BANK,18802,Alliance National Bank Dalton GA,69803,95,"[('Alliance National Bank Dalton GA', 95), ('Ion', 90), ('National', 90), ('National-Bank', 90), ('All Corporation', 90), ('Security Bank', 90), ('National', 90), ('Capital Alliance', 90), ('NAL Bank', 90), ('ONA', 90)]"
NorthStar Realty Finance Corp.,18811,Northstar Realty Finance,60779,95,"[('Northstar Realty Finance', 95), ('North', 90), ('Real Security', 90), ('North', 90), ('Star', 90), ('Star', 90), ('Real Security', 90), ('Northstar Realty Finance (XETRA)', 87), ('Allco Finance Group', 86), ('Beneficial Finance', 86)]"
"Pier 1 Imports, Inc.",18812,Pier 1 Imports,56775,100,"[('Pier 1 Imports', 100), ('IE', 90), ('IMP', 90), ('Port', 90), ('IM', 90), ('TS', 90), ('Pier 1 Imports Delaware Preferred', 90), ('Pier 1 Imports (Frankfurt)', 90), ('Pier Import SA', 88), ('1 MAJ Zavrsni Rad Gradjevinarstvu', 86)]"
Arch Coal Inc,18815,Arch Coal,202766,100,"[('Arch Coal', 100), ('AR', 90), ('Arch Coal (Frankfurt)', 90), ('Arch Coal (XETRA)', 90), ('Australian Coal and Gold', 86), ('Centennial Coal', 86), ('Coal and Allied Industries', 86), ('Continental Coal', 86), ('Gloucester Coal', 86), ('International Coal Holdings', 86)]"
Greatbatch Inc,18816,At Trust,45099,90,"[('At Trust', 90), ('Re Capital', 90), ('Re Capital', 90), ('Greatbatch (XETRA)', 90), ('R R Securities', 86), ('T T', 86), ('Renata', 75), ('Grants Patch', 73), ('Gekat', 72), ('Greta', 72)]"
"Aaron's, Inc.",18818,Aaron's,192311,100,"[(""Aaron's"", 100), ('AR', 90), ('AA', 90), ('ARO', 90), ('Capital A', 90), ('AAR', 90), ('Aaron S Company', 90), ('AA', 90), ('Aaron S Company (Pet)', 90), (""Aaron's (Berlin)"", 90)]"
"Basic Energy Services, Inc.",18819,Basic Energy Services,193318,100,"[('Basic Energy Services', 100), ('Basis Energy Services', 95), ('Basic Energy Services (XETRA)', 95), ('ESI Energy Services', 90), ('MSI Energy Services', 90), ('Energy', 90), ('ERG', 90), ('Security Service', 90), ('ASI', 90), ('Energy', 90)]"
